"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,285.4,2.31,0.4434,0.2326,4928,47940.5,89.4,3429.8,0.8594,1.6841,0.0715,-1263.59,0.8,15.94,89.6,0,0,990,836.9,1079,0.1545,0.1543,561.1,0.19,0.29,0.57,0.52,0.28,NA,-0.025,2100.69,3990.9,0.0063,0.72,12.43,-0.275,0.2379,0.1,0.8486,0.0463,2991.8,2497.3,0.5981,0.3743,156.7,0.0769,19826.1,9.7349,0,0.51,NA,0.486,1.23,-1263.79,-1.5101,2036.6,0.2797,0.0318,476.5,8.95,1493.6,3863694,1906.8,67.2,37.16,1906.8,1.7,0.62
"2",2010-12-31,220.8,2.39,0.5831,0.34620783117952,4052.4,46373,82.1,3046,0.69326535721601,1.4659030752202,0.065684773467319,12.4409,0.72886297376093,NA,87.9,0,0,1012.7,1012.7,1100.6,0,NA,1347.7,0.42752910573232,0.64805731871514,1.3307988545472,1.2245139015083,0.64858751624236,NA,-0.115,1006.0591,4393.7,0.006527505229336,0.77,10.337662337662,-0.1962,0.41917808219178,0.103,0.8292,0.048851702499299,3152.3,2247.8,0.95466678530118,0.48840385096843,-28.5,-0.013715770730064,15206.5,7.3182058809375,NA,0.55468364426019,NA,0.48736705327494,1.0817652437557,6.6409,0.0065576676188332,2077.9,0.3212574945278,-0.0070328694107196,504.8,7.96,2145.9,5773358,2079.6,110.8,20.287003610108,2079.6,1.7,0.70885565396964
"3",2009-12-31,189.4,2.07,0.6576,0.39603434112398,3749.6,47366.5,86.2,5426.8,0.90470792211256,2.4478123590438,0.11457042424498,-576.553,0.66529805352798,NA,83.3,0,0,1072.9,1072.9,1156.2,0,NA,571.6,0.73141394753679,0.27435922050494,0.53276167396775,0.49437813527071,0.25782589084348,NA,0.115,1646.553,5998.4,0.0067600519354396,0.09,177.77777777778,-0.6574,0.28180354267311,0.1019,0.7341,0.048741198948624,781.5,3539.7,0.69460688758934,0.40989263803681,-1297.8,-0.58538565629229,9567.5,4.3155164636897,NA,0.94402069554086,NA,0.48394226432116,1.5966170500677,-573.653,-0.53467517899985,2217,1.3728726807422,-0.34611691913804,523.9,16,2458.7,3042261,2083.4,-104.1,NA,2083.4,1.75,0.96619042249891
"4",2008-12-31,563.5,2.05,0.704,0.51488206664171,2591.5,48538.2,110.2,5050.9,0.85102188674159,2.6230265891151,0.10406030713953,613.3522,0.39772727272727,NA,82.5,0,0,635.4,635.4,717.9,0,NA,884.2,3.0374441772587,0.40561493646498,1.3915643689015,1.2316478618192,0.45918155380141,NA,-0.055,-5.6522,5935.1,0.0065762636438929,NA,NA,NA,0.66189111747851,0.03,0.5699,0.047890115414251,291.1,3184.6,0.8636877472838,0.46342942831629,-809.4,-0.42033651848774,4644.4,2.4119235562941,NA,1.228863592514,NA,0.32997507270461,1.6538221852929,641.0522,1.0088954365212,1925.6,2.1827550669873,-0.31232876712329,637,1.76,2750.5,49564249,2179.9,-665.5,NA,2179.9,1.75,1.1110258330213
"5",2007-12-31,460.9,NA,NA,0.51654191872586,2829.1,56845.9,129.3,2113.1,0.58379378936899,NA,0.037172425803796,NA,NA,NA,186.6,0,0,-186.6,-186.6,0,0,NA,1506.5,0.40294754861315,1.2285923992823,NA,NA,NA,NA,0.04,NA,3619.6,0.0062519900291842,-0.01,NA,NA,0.74800637958533,0.03,0.4462,0.041575557779893,3738.7,596.9,5.063997319484,0.83509227538955,-1441.8,NA,-4969,NA,NA,0.21098582588102,NA,NA,NA,NA,NA,NA,-0.049910396661941,-0.50963203845746,530.7,1.15,3022.7,7869966,1226.2,-2217.5,NA,1226.2,1.85,0.61854472128234
"6",2006-12-31,426.3,NA,NA,0.30507071175438,4196.4,53739.3,109.5,1493.9,0.43704288806974,0.61723753253729,0.027799022317001,-298.4305,NA,2.5143586470964,120.1,0,0,1136.8,767.1922,1256.9,0.32513,NA,1924.3,0.42341628710366,0.85202568076157,1.6927339901478,1.5309889410454,0.79506672726521,0.095,0.095,1076.2227,3418.2,0.0059249003987771,0.77,4.1948051948052,0.3881,0.78446801231611,0.036,0.8504,0.047356403972512,4544.7,1576,1.1689086294416,0.5389386226669,626.8,0.25897615998017,-4464.1,-1.8444407718052,0,0.37556000381279,0.2646693312733,0.46969383960666,0.65115894723795,-309.0305,-0.40280715892727,2420.3,0.16881031003146,0.14936612334382,441.2,3.23,1842.2,24528044,2258.5,471.2,3.3446519524618,2258.5,1.8,0.56605835789753
"7",2005-12-31,416.6,NA,NA,0.39374052608114,3399.6,44567.7,79,1454.4,0.12256042066943,0.85362131705599,0.032633499148486,189.6537,NA,22.441682156134,118.7,0,0,649.8,423.6111,768.5,0.34809,NA,10412.4,2.507139245383,4.5861522198732,16.024007386888,13.548991541965,6.1112806667449,0.165,0.1,273.6574,11866.8,0.0067156258904992,1.61,0,-0.007,NA,0.032,0.7988,0.056893220875208,4153.1,9658.9,0.22858710619222,0.1860568982371,430.4,0.25261180889776,-570.3,-0.33472238525649,0,2.8411871984939,1.3601019488566,0.38138279140744,5.6690339241695,149.9537,0.35398906476842,1703.8,0.10199877633575,0.12660312977997,402.9,0,2207.9,NA,2270.4,573.2,16.850837404047,2270.4,1.85,2.1162371823451
"8",2002-12-31,22.2,0,0,0,NA,30,0,23.8,5.4090909090909,79.333333333333,NA,1.3,0,NA,0,0,0,-2.7275,-2.7275,-2.7275,0,NA,-19.4,NA,NA,NA,NA,-64.666666666667,NA,NA,-2.7275,4.4,0,NA,NA,0,NA,NA,6e-04,0,5.7,4.4,0,0,-3.4,-11.333333333333,4.7,15.666666666667,NA,0.14915254237288,NA,-9.0916,14.666666666667,0,NA,0.3,-0.47850526315789,-0.11525423728814,0,0.195,0,8187,0,NA,NA,0,NA,-3.4035087719298
"9",2001-12-31,NA,NA,NA,0,NA,30,0,23.8,7.3118279569892,79.333333333333,NA,0,NA,NA,0,0,0,-2.482,-2.482,-2.482,0,NA,-20.545,NA,NA,NA,NA,-68.483333333333,NA,NA,-2.482,3.255,0,NA,NA,NA,NA,0,6e-04,0,5.654,3.255,0,0,-3.4,-11.333333333333,4.733,15.776666666667,NA,0.11033898305085,NA,-8.2733333333333,10.85,0,NA,NA,-0.43898125221082,-0.11525423728814,0,0.15,0,NA,0.3,0,NA,0,NA,0.5756986204457
"10",2000-12-31,NA,NA,NA,0,NA,30,0,23.8,5.3603603603604,79.333333333333,NA,NA,NA,NA,0,0,0,-2.72748,-2.7275,-2.7275,0,NA,-19.36,NA,NA,NA,NA,-64.533333333333,NA,NA,-2.7275,4.44,0,NA,NA,NA,NA,NA,NA,NA,5.7,4.44,0,0,-3.4,-11.333333333333,4.7,15.666666666667,NA,0.15050847457627,NA,-9.0916,14.8,0,NA,NA,-0.47850526315789,-0.11525423728814,NA,0.2,0,NA,0.3,NA,NA,NA,NA,0.15050847457627
