"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-03-31,45.2,0.79,0.2482,0.0167,223.3,271.7,2.5,196.4,0.4828,1.5038,0.7229,0.56,0.8,NA,14.9,0,0,44,44.23,59,0,210.4,6.85,1.79,4.76,3.56,1.61,0.25,56.08,406.8,0.1023,NA,NA,NA,0.125,0.1822,NA,0.7166,0.0475,30.7,403,0.0094,0.0093,-15.9,-0.1217,-5.5,-0.0421,NA,1.8,NA,0.3387,3.09,-11.84,-0.2678,130.6,1.4409,-0.0712,74.3,8.9,3.8,69548,117.4,-13.7,NA,117.4,0.85,1.79
"2",2011-03-31,44.5,0.64,0.2363,0.048989113530327,244.6,298.2,3.7,201,0.63346990230066,1.3767123287671,0.67404426559356,-0.0355,0.8,NA,19.4,0,0,-31.8939,-31.8939,-12.4939,0,116.3,2.0693950177936,0.81728742094167,NA,NA,0.79657534246575,NA,-16.1585,317.3,0.12743125419182,NA,NA,NA,0.0658,0.14624505928854,NA,0.7013,0.062374245472837,56.2,304.7,0.041352149655399,0.039710053577056,-30.8,-0.21095890410959,1.4,0.0095890410958904,NA,1.2457072771872,NA,-0.21845164383562,2.0869863013699,-15.7355,NA,146,-0.5675078291815,-0.12591986917416,96.5,6.5,12.6,147309,142.3,-21.4,NA,142.3,0.85,1.2336702954899
"3",2010-03-31,43.8,0.55,0.2447,0.046940194714882,274.1,333.3,5.8,212.1,0.6607476635514,1.5722757598221,0.63636363636364,-0.424,0.8,NA,20.8,0,0,-33.9662,-33.9662,-13.1662,0,108.9,1.4423841059603,0.7298927613941,NA,NA,0.80726464047443,0.15,-18.5422,321,0.12871287128713,NA,NA,NA,0.1501,0.18057663125948,NA,0.715,0.1050105010501,75.5,307.5,0.04390243902439,0.042056074766355,-28.1,-0.20830244625649,-4,-0.029651593773165,NA,1.1218533381977,NA,-0.25178828762046,2.2794662713121,-15.424,NA,134.9,-0.44988397350993,-0.10251732944181,97.4,6.98,13.5,198942,149.2,-19,NA,149.2,0.85,1.1161335187761
"4",2009-03-31,43,0.46,0.2344,0.050698732531687,292.1,336.4,2.3,256.3,0.78547349065277,2.2267593397046,0.76189060642093,-0.0758,0.580204778157,NA,14.4,0,0,-20.5003,-20.5003,-6.1003,0,70,1.3618677042801,0.67178502879079,NA,NA,0.60816681146829,NA,-8.3245,326.3,0.12633769322235,NA,NA,NA,0.3093,0.23529411764706,NA,0.7312,0.021997621878716,51.4,310.7,0.050209205020921,0.047808764940239,-13.4,-0.11642050390964,0.8,0.0069504778453518,NA,1.0636768230058,NA,-0.17810860121633,2.6993918331885,-12.1758,NA,115.1,-0.39883852140078,-0.045874700445053,70.8,7.11,15.6,154705,104.2,-29.8,NA,104.2,0.85,1.0604484887878
"5",2008-03-31,43.9,0.52,0.2392,0.042322580645161,371.1,424.2,4.9,268.9,0.95051254860375,2.9977703455964,0.63389910419613,0.8928,0.63545150501672,NA,12.6,0,0,-37.2226,-37.2226,-24.6226,0,14,0.11804384485666,0.11834319526627,NA,NA,0.15607580824972,NA,-30.4154,282.9,0.10867515322961,-0.04,NA,NA,0.0781,0.30219391365888,NA,0.8119,0.17350306459217,118.6,266.5,0.061538461538462,0.057971014492754,-88.5,-0.98662207357859,-2.8,-0.031215161649944,NA,0.71813527351118,NA,-0.41496822742475,2.9710144927536,-6.8072,NA,89.7,-0.31385033726813,-0.23848019401779,77.4,6.67,16.4,274907,118.3,-81.4,NA,118.3,0.95,0.73006451612903
"6",2007-03-31,36.2,1.37,0.2462,0,406.8,421.2,3,356.1,0.87925925925926,5.1985401459854,0.8454415954416,0.0064,0.8,50.625,5.3,0,0,-4.3,-3.0426,1,0.29242,48.9,0.96449704142012,0.71806167400881,NA,48.9,0.71386861313869,0.21,-0.749,405,0.060303893637227,-0.16,NA,-0.115,0.0073,0.33450087565674,NA,0.8164,0.025166191832858,50.7,405,0,0,8,0.11678832116788,1.1,0.016058394160584,0,0.99557522123894,2.4107142857143,-0.062773722627737,5.9124087591241,-2.2936,NA,68.5,-0.060011715976331,0.019665683382497,50.8,7.4,0,937691,68.1,-7.6,NA,68.1,1.25,0.99557522123894
"7",2006-03-31,35.6,1.04,0.2714,0,387.4,401.4,5,329.5,0.68588676103247,4.9179104477612,0.8208769307424,-0.4107,0.73691967575534,61.589743589744,5.7,0,0,-0.5,-0.3681,5.2,0.26374,150.9,2.6062176165803,2.1164095371669,NA,29.019230769231,2.2522388059701,0.185,0.7426,480.4,0.069257598405581,0.21,61.904761904762,-0.14,0.3934,0.10486891385768,NA,NA,0.024912805181863,57.9,480.4,0,0,7.8,0.11641791044776,6.4,0.095522388059701,0,1.2400619514714,3.3291753291753,-0.0074626865671642,7.1701492537313,-1.1107,NA,67,-0.0063580310880829,0.020134228187919,46,13,0,285285,71.3,7.8,61.589743589744,71.3,1.25,1.2400619514714
"8",2005-03-31,42.5,1.62,0.3593,0,NA,504.3,3.1,446.3,0.99888093106535,7.5261382799325,0.88498909379338,0.0331,0.90175340940718,99.288888888889,5.3,0,0,-3.5206,-3.1817,1.7794,0.09627,0.5,0.011441647597254,0.0084317032040472,NA,0.28099359334607,0.0087108013937282,0.2067,-1.0148,446.8,0.054134443783462,0.22,56.909090909091,-0.325,-0.171,0.17453655124169,NA,0.9737,0,43.7,446.8,0,0,4.5,0.078397212543554,1,0.017421602787456,0,0.91183673469388,4.8035263129603,-0.061334494773519,7.7839721254355,-2.1669,0.68105671013072,57.4,-0.072807135881007,0.0091836734693878,42.7,12.52,0,128008,59.3,6,74.466666666667,59.3,1.55,0.91183673469388
"9",2004-03-31,41.3,1.55,0.4053,0,NA,495.9,5.8,437,0.74522510231924,6.6717557251908,NA,-0.0253,0.76486553170491,68.988235294118,4.9,0,0,7.6541,6.6088,12.5541,0.13656,149.4,3.4503464203233,2.2809160305344,19.519001630503,11.900513617884,2.2232142857143,0.2,5.7341,586.4,0.058277878604557,0.08,174.5,-0.315,-0.0264,0.28959537572254,NA,0.9893,0,43.3,586.4,0,0,8.5,0.1264880952381,1,0.014880952380952,0,1.2209036019155,3.4494117647059,0.1139,8.7261904761905,0.8747,0.13235341377876,67.2,0.15262907240647,0.017697272537997,41.2,13.96,0,66743,65.5,10.7,54.803738317757,65.5,1.55,1.2209036019155
"10",2003-03-31,40.1,2.17,0.6279,0,NA,479.2,6,367.9,0.53388477724568,5.4910447761194,NA,58.1,0.7621,NA,4.4,0,0,-4.2,7.6857,0.2,2.82993,321.2,NA,NA,NA,1606,4.7940298507463,0.1875,6.0857,689.1,0.058639398998331,0.16,105,NA,0.189,0.26234765875561,NA,0.9355,0,98.9,689.1,0,0,-9,-0.13432835820896,0.6,0.008955223880597,NA,1.4762210796915,NA,-0.062686567164179,10.285074626866,1.6,0.20817866309224,67,0.077711890798787,-0.019280205655527,41,16.8,0,224384,62.3,-1,NA,62.3,1.5,3.2477249747219
"11",2002-03-31,NA,2.2,0.8046,0,NA,503,2.7,347.7,0.60385550538381,6.3218181818182,NA,0.87,0.4783,143.95,3.9,0,0,-5.005,-5.005,-1.105,0.29997,228.1,NA,NA,NA,NA,4.1472727272727,0.2117,-4.675,575.8,0.052683896620278,0.09,150,0.015,-0.518,0.41594887468741,0,0.9767,0,143.83,575.8,0,0,4,0.072727272727273,4.192,0.076218181818182,0,1.171515768057,6.7997165800661,-0.091,10.469090909091,-0.33,NA,NA,-0.034798025446708,0.0081383519837233,39.8,13.5,0,199500,55,4,143.95,66.4,1.4,4.0033372731697
"12",2001-03-31,NA,1.45,0.8112,0.0010309278350516,NA,499.4,5,401,0.48980090387199,3.5518157661647,NA,32.2292,0.5362426035503,28.80985915493,3.9,0,0,22.06066,14.0908,25.9607,0.36127,417.7,NA,NA,18.934157001649,16.089729613962,3.6997342781222,0.24,8.5436,818.7,0.055466559871846,NA,140,NA,0.3801,0.43376027528197,NA,0.9876,NA,83.5,818.2,0.00061109753116597,0.00061072431904238,28.4,0.25155004428698,11.7,0.10363153232949,0,1.6904958677686,120.04107981221,0.124807842,7.2471213463242,5.5472,0.39367302702501,NA,0.16875216002156,0.058677685950413,48.7954,22.4,0.5,NA,112.9,16.7,48.994011976048,79.6,NA,1.6897832817337
"13",2000-03-31,NA,1.1,0.6728,0.0014097744360902,NA,438.4,2.5,380.2,0.40378079864061,3.7092682926829,NA,NA,0.24524375743163,128.90410958904,4,0,0,8,5.7844,9.7844,0.27695,561.4,NA,NA,70.175,57.377049180328,5.4770731707317,0.3125,3.1794,941.6,0.060675182481752,NA,37.921348314607,NA,-0.1783,0.54320334663653,NA,0.9649,NA,45.4,941,0.00063761955366631,0.00063721325403568,NA,0.20195121951219,NA,0.13170731707317,0,2.2141176470588,4.1249315068493,0.078048780487805,9.180487804878,NA,-0.25931816610193,NA,0.12740969162996,0.048705882352941,40.5,NA,NA,NA,NA,20.7,45.458937198068,102.5,NA,2.2124060150376
